RSPO,TERYT,Rural county,Urban county,Rural territory,City,Revenue per person,Website,Start date,Students,Sport venues,German or French,Logopedist,Psychologist,Pedagogue,Participants in English,Avg. score in English
21861,1020062,1,0,0,0,5367.97,1,1999-09-01,189,1,1,1,1,1,18,50
106469,1020072,1,0,0,0,5729.02,1,1999-09-01,134,1,1,0,0,1,14,54
106470,1020072,1,0,0,0,5729.02,1,1999-09-01,345,0,1,0,0,1,36,64
14399,1020031,0,1,0,0,5340.25,1,1963-09-01,494,1,1,1,1,1,37,51
14400,1020031,0,1,0,0,5340.25,1,1906-01-31,519,1,0,0,1,1,46,75
14402,1020031,0,1,0,0,5340.25,0,1991-09-01,648,1,1,0,1,1,41,63
14403,1020031,0,1,0,0,5340.25,1,1963-09-01,450,1,1,0,1,1,57,68
14404,1020031,0,1,0,0,5340.25,0,1988-01-01,354,1,1,0,1,1,20,74
14405,1020031,0,1,0,0,5340.25,1,1959-09-01,422,1,1,1,1,1,46,48
14406,1020031,0,1,0,0,5340.25,1,1994-09-01,615,1,1,0,1,1,87,72
14499,1020031,0,1,0,0,5340.25,1,1903-09-01,408,1,1,0,0,1,42,55
262582,1020031,0,1,0,0,5340.25,1,2017-09-01,504,0,1,0,1,1,41,89
26656,1020092,1,0,0,0,5277.02,1,1946-09-01,171,1,1,1,1,1,19,75
26763,1020092,1,0,0,0,5277.02,1,1932-09-01,126,0,1,1,0,1,11,59
26792,1020092,1,0,0,0,5277.02,1,1914-09-01,183,1,1,1,0,0,14,65
26909,1020092,1,0,0,0,5277.02,1,1935-09-01,193,1,1,1,0,1,16,51
27292,1020092,1,0,0,0,5277.02,1,1965-09-01,165,0,1,1,1,0,10,45
27355,1020092,1,0,0,0,5277.02,1,1967-09-01,328,1,1,1,0,1,24,67
71186,1020092,1,0,0,0,5277.02,1,1920-09-01,341,1,1,0,0,1,32,69
20790,1061011,0,1,0,0,7271.77,1,2003-09-01,295,1,0,1,0,1,51,73
23063,1061011,0,1,0,0,7271.77,1,1996-09-01,543,0,0,0,1,0,71,90
23065,1061011,0,1,0,0,7271.77,1,2000-09-01,489,1,1,0,1,0,43,65
23067,1061011,0,1,0,0,7271.77,1,1996-09-01,408,1,1,0,1,1,33,62
23068,1061011,0,1,0,0,7271.77,1,1996-09-01,403,1,0,0,1,1,42,69
23069,1061011,0,1,0,0,7271.77,1,1996-09-01,600,1,0,0,0,1,73,77
23070,1061011,0,1,0,0,7271.77,0,1996-09-01,362,1,1,0,0,1,41,39
23071,1061011,0,1,0,0,7271.77,1,1996-09-01,571,0,1,0,1,1,52,81
23072,1061011,0,1,0,0,7271.77,1,1996-09-01,437,1,0,1,1,1,69,80
23073,1061011,0,1,0,0,7271.77,1,1996-09-01,487,1,1,0,1,1,79,75
23074,1061011,0,1,0,0,7271.77,0,1996-09-01,833,1,1,0,1,1,127,84
23075,1061011,0,1,0,0,7271.77,1,1996-09-01,312,1,0,0,1,0,47,47
23076,1061011,0,1,0,0,7271.77,1,1996-09-01,328,1,0,0,1,1,23,65
23077,1061011,0,1,0,0,7271.77,1,1996-09-01,468,0,0,0,1,1,45,52
23078,1061011,0,1,0,0,7271.77,1,1996-09-01,347,0,0,0,1,1,58,71
23080,1061011,0,1,0,0,7271.77,1,1996-09-01,397,1,0,0,0,1,53,75
23081,1061011,0,1,0,0,7271.77,1,1996-09-01,406,1,0,1,1,1,40,79
23082,1061011,0,1,0,0,7271.77,0,1996-09-01,889,1,1,0,1,1,95,83
23083,1061011,0,1,0,0,7271.77,1,1996-09-01,511,1,1,0,1,1,87,66
23084,1061011,0,1,0,0,7271.77,1,1996-09-01,562,1,1,0,1,1,86,60
23085,1061011,0,1,0,0,7271.77,1,1996-09-01,344,1,1,0,1,0,29,59
23086,1061011,0,1,0,0,7271.77,1,1996-09-01,370,1,1,0,1,1,35,61
23087,1061011,0,1,0,0,7271.77,1,1996-09-01,178,1,1,0,0,1,14,74
23088,1061011,0,1,0,0,7271.77,1,1996-09-01,718,1,1,0,1,1,88,79
23089,1061011,0,1,0,0,7271.77,1,1996-09-01,504,1,1,0,1,0,58,57
23090,1061011,0,1,0,0,7271.77,1,1996-09-01,648,0,1,1,0,1,91,90
23103,1061011,0,1,0,0,7271.77,1,1996-09-01,367,1,1,0,1,1,44,55
23104,1061011,0,1,0,0,7271.77,1,1996-09-01,342,1,1,0,1,1,21,50
23105,1061011,0,1,0,0,7271.77,0,1996-09-01,469,0,1,1,1,1,66,78
23106,1061011,0,1,0,0,7271.77,0,1996-09-01,492,1,0,0,1,1,67,65
23244,1061011,0,1,0,0,7271.77,1,1996-09-01,217,1,1,1,1,1,31,41
23245,1061011,0,1,0,0,7271.77,0,1996-09-01,501,0,1,0,1,0,66,74
23254,1061011,0,1,0,0,7271.77,0,1996-09-01,542,0,1,0,1,1,49,59
23256,1061011,0,1,0,0,7271.77,0,1996-09-01,463,1,1,0,0,0,53,68
23389,1061011,0,1,0,0,7271.77,1,1996-09-01,318,1,1,1,1,1,26,59
23390,1061011,0,1,0,0,7271.77,1,1996-09-01,699,1,0,0,1,1,62,76
23391,1061011,0,1,0,0,7271.77,1,1996-09-01,492,1,1,0,1,1,58,73
23392,1061011,0,1,0,0,7271.77,1,1996-09-01,439,1,1,1,1,1,61,61
23403,1061011,0,1,0,0,7271.77,0,1996-09-01,245,1,1,0,1,1,14,48
23404,1061011,0,1,0,0,7271.77,1,1996-09-01,380,0,1,0,1,0,41,80
23405,1061011,0,1,0,0,7271.77,1,1996-09-01,435,1,1,0,1,1,37,85
23482,1061011,0,1,0,0,7271.77,1,1996-09-01,537,1,1,0,1,0,69,86
23483,1061011,0,1,0,0,7271.77,0,1996-09-01,716,1,1,1,1,1,86,78
25192,1061011,0,1,0,0,7271.77,0,1996-09-01,494,1,1,0,1,1,55,77
25193,1061011,0,1,0,0,7271.77,1,1996-09-01,400,1,1,1,0,1,27,64
25194,1061011,0,1,0,0,7271.77,1,1996-09-01,464,1,1,0,0,1,54,79
25195,1061011,0,1,0,0,7271.77,0,1996-09-01,497,1,1,1,1,1,33,39
25196,1061011,0,1,0,0,7271.77,1,1996-09-01,558,1,1,0,1,1,80,82
25197,1061011,0,1,0,0,7271.77,1,1996-09-01,398,1,1,0,1,1,74,77
25198,1061011,0,1,0,0,7271.77,1,1996-09-01,551,1,0,1,1,1,41,55
25413,1061011,0,1,0,0,7271.77,0,1996-09-01,367,0,1,0,1,0,39,61
25427,1061011,0,1,0,0,7271.77,1,1996-09-01,268,1,1,0,0,1,23,66
25436,1061011,0,1,0,0,7271.77,0,1974-09-01,777,1,1,0,1,1,98,78
26036,1061011,0,1,0,0,7271.77,1,1996-09-01,527,0,0,0,1,1,36,79
26037,1061011,0,1,0,0,7271.77,1,1996-09-01,438,1,1,1,1,1,53,65
26038,1061011,0,1,0,0,7271.77,1,1996-09-01,457,0,1,0,0,0,50,72
26039,1061011,0,1,0,0,7271.77,1,1996-09-01,289,1,0,0,1,1,37,71
26092,1061011,0,1,0,0,7271.77,1,1996-09-01,480,1,0,0,1,1,62,72
26093,1061011,0,1,0,0,7271.77,1,1996-09-01,680,1,1,1,1,1,64,84
26094,1061011,0,1,0,0,7271.77,1,1996-09-01,369,1,1,1,1,1,40,69
26095,1061011,0,1,0,0,7271.77,1,1996-09-01,476,1,1,0,1,1,35,59
26096,1061011,0,1,0,0,7271.77,1,1996-09-01,165,0,1,0,0,0,28,73
26097,1061011,0,1,0,0,7271.77,1,1996-09-01,499,1,0,0,0,1,59,65
26132,1061011,0,1,0,0,7271.77,1,1996-09-01,344,1,1,0,1,1,30,50
26133,1061011,0,1,0,0,7271.77,1,1996-09-01,1144,1,1,1,1,1,92,83
26134,1061011,0,1,0,0,7271.77,1,1996-09-01,353,1,0,0,1,1,40,62
26266,1061011,0,1,0,0,7271.77,0,1996-09-01,320,1,0,1,1,1,39,58
26267,1061011,0,1,0,0,7271.77,1,1996-09-01,617,1,1,0,1,1,41,74
26268,1061011,0,1,0,0,7271.77,1,1996-09-01,338,1,1,0,0,1,34,43
26270,1061011,0,1,0,0,7271.77,0,1996-09-01,576,1,1,0,1,1,78,86
26462,1061011,0,1,0,0,7271.77,1,1996-09-01,650,1,1,0,1,1,86,68
26463,1061011,0,1,0,0,7271.77,1,1996-09-01,608,1,1,0,0,1,57,70
26464,1061011,0,1,0,0,7271.77,1,1996-09-01,332,0,0,0,1,1,40,54
26465,1061011,0,1,0,0,7271.77,0,1996-09-01,693,1,1,0,1,0,79,67
26684,1061011,0,1,0,0,7271.77,1,1996-09-01,830,1,1,0,1,1,69,78
26685,1061011,0,1,0,0,7271.77,1,1996-09-01,490,1,1,0,1,1,48,67
26686,1061011,0,1,0,0,7271.77,1,1996-09-01,511,1,1,0,1,0,55,71
26688,1061011,0,1,0,0,7271.77,1,1996-09-01,572,1,0,0,0,1,70,81
26689,1061011,0,1,0,0,7271.77,1,1996-09-01,728,0,1,1,1,1,84,81
26690,1061011,0,1,0,0,7271.77,0,1996-09-01,722,0,0,0,0,0,77,85
26693,1061011,0,1,0,0,7271.77,0,1996-09-01,406,1,1,0,0,1,35,77
26694,1061011,0,1,0,0,7271.77,1,1996-09-01,1163,1,1,0,1,1,99,75
26695,1061011,0,1,0,0,7271.77,0,1996-09-01,359,1,1,0,0,1,36,85
34697,1061011,0,1,0,0,7271.77,1,1996-09-01,327,1,1,0,1,1,35,47
56002,1061011,0,1,0,0,7271.77,1,1999-09-01,356,0,1,1,1,1,27,69
122505,1061011,0,1,0,0,7271.77,0,2013-11-01,182,0,0,0,1,1,16,77
132593,1061011,0,1,0,0,7271.77,1,2017-09-01,509,0,1,0,1,1,51,87
11926,1003012,1,0,0,0,5064.85,0,1998-02-09,342,1,1,0,0,1,19,69
262912,1003012,1,0,0,0,5064.85,0,2017-09-01,140,0,1,0,1,0,13,55
55712,1003032,1,0,0,0,5535.12,0,1999-09-01,343,0,1,1,1,1,33,57
56404,1003032,1,0,0,0,5535.12,1,1999-09-01,156,0,1,0,1,1,12,63
57715,1003042,1,0,0,0,5614.37,1,1999-09-01,328,0,1,1,0,1,47,54
80417,1003042,1,0,0,0,5614.37,1,1999-09-01,110,1,1,1,0,1,13,50
69059,1003052,1,0,0,0,5511.5,1,1983-03-29,144,0,1,1,0,1,10,58
73865,1003052,1,0,0,0,5511.5,1,2005-09-01,146,0,1,0,0,1,23,69
60942,1005022,1,0,0,0,5276.38,1,1939-09-01,167,0,1,1,0,1,15,65
79713,1005022,1,0,0,0,5276.38,0,2002-09-01,111,0,1,0,0,0,13,46
25380,1005032,1,0,0,0,5492.45,1,1950-02-02,115,1,1,1,0,0,19,60
20328,1005042,1,0,0,0,5175.26,1,1966-09-01,332,1,1,0,1,0,38,58
23543,1005042,1,0,0,0,5175.26,1,1991-09-01,130,1,1,0,0,0,13,70
72746,1005052,1,0,0,0,5952.71,1,1999-09-01,289,0,1,1,1,0,37,50
59021,1005062,1,0,0,0,5263.87,0,1931-09-01,311,1,0,1,0,1,29,64
58815,1005092,1,0,0,0,5079.91,0,1990-09-01,193,0,1,1,0,0,16,73
58817,1005092,1,0,0,0,5079.91,0,1990-09-01,120,1,1,1,1,0,13,55
58818,1005092,1,0,0,0,5079.91,0,1990-09-01,184,0,1,0,0,1,18,58
58819,1005092,1,0,0,0,5079.91,0,1990-09-01,173,0,1,1,0,0,12,56
69850,1005092,1,0,0,0,5079.91,0,1990-09-01,158,0,1,0,0,0,13,73
86835,1005102,1,0,0,0,5677.47,1,1994-09-01,444,1,1,1,1,1,29,67
86836,1005102,1,0,0,0,5677.47,0,1990-09-01,166,0,1,1,0,0,18,61
30399,1005011,0,1,0,0,6405.0,1,1949-09-01,245,1,0,1,0,1,20,66
66174,1005011,0,1,0,0,6405.0,1,1999-09-01,287,0,1,0,1,1,26,89
71703,1005011,0,1,0,0,6405.0,1,1920-09-01,586,0,1,0,0,0,53,76
71704,1005011,0,1,0,0,6405.0,1,1961-09-03,364,1,1,0,1,1,39,62
85889,1005011,0,1,0,0,6405.0,1,1934-09-01,533,1,1,0,1,1,68,76
91400,1005011,0,1,0,0,6405.0,1,1993-09-01,336,1,0,1,1,1,32,68
91657,1005011,0,1,0,0,6405.0,1,1963-09-01,342,1,1,0,0,1,39,61
30314,1005072,1,0,0,0,5741.15,1,1961-09-01,156,0,0,1,0,0,12,72
60580,1005072,1,0,0,0,5741.15,1,2011-09-01,105,0,1,1,1,1,10,57
26736,1005082,1,0,0,0,4965.56,0,1975-12-15,358,1,1,1,1,0,37,60
81295,1006022,1,0,0,0,5514.6,1,1991-08-29,849,1,1,1,1,1,85,72
81296,1006022,1,0,0,0,5514.6,0,1985-05-24,356,0,1,0,0,1,27,76
82686,1006022,1,0,0,0,5514.6,1,1998-09-01,172,0,1,1,0,0,14,64
110501,1006032,1,0,0,0,5579.03,1,1945-09-01,323,0,1,1,1,1,31,75
123563,1006032,1,0,0,0,5579.03,1,1945-09-01,428,1,1,0,0,1,35,60
47630,1006082,1,0,0,0,7206.33,1,1945-09-03,411,1,1,1,0,1,30,79
47658,1006082,1,0,0,0,7206.33,1,1945-09-03,261,1,1,1,1,1,10,63
82573,1004022,1,0,0,0,7369.26,0,1976-01-01,161,0,1,1,0,1,23,47
82575,1004022,1,0,0,0,7369.26,0,1977-03-15,155,1,1,1,0,1,14,50
91136,1004042,1,0,0,0,5106.18,1,1999-09-01,95,1,0,1,0,1,18,58
91138,1004042,1,0,0,0,5106.18,1,1999-09-01,228,0,0,1,0,1,14,53
46656,1004032,1,0,0,0,5454.54,1,1999-09-01,258,0,1,0,0,0,30,43
15773,1004082,1,0,0,0,5039.82,1,1977-09-01,286,1,1,0,0,1,22,48
15193,1004011,0,1,0,0,5178.64,0,1981-11-06,259,1,1,1,1,1,59,68
24410,1004011,0,1,0,0,5178.64,1,1981-11-06,427,1,1,0,1,1,50,66
262328,1004011,0,1,0,0,5178.64,0,2017-09-01,425,1,1,1,1,1,23,53
9897,1004052,1,0,0,0,5672.49,1,1985-04-11,71,1,1,0,0,1,12,59
9981,1004052,1,0,0,0,5672.49,1,1985-04-11,154,0,1,0,0,1,10,51
11003,1004052,1,0,0,0,5672.49,1,1985-04-11,387,0,1,0,1,1,32,53
11106,1004052,1,0,0,0,5672.49,1,1985-04-11,156,0,1,0,0,0,13,61
47177,1004072,1,0,0,0,5672.01,0,1984-09-01,294,0,1,1,0,1,18,47
4536,2661011,0,1,0,0,7806.72,1,1968-09-01,740,1,1,0,0,1,129,74
4552,2661011,0,1,0,0,7806.72,0,1970-09-01,633,0,1,0,1,1,75,88
4557,2661011,0,1,0,0,7806.72,1,1989-09-01,1015,1,1,0,0,1,137,79
4559,2661011,0,1,0,0,7806.72,0,1992-09-01,1024,1,1,0,0,1,71,79
4822,2661011,0,1,0,0,7806.72,1,1956-03-23,431,1,1,0,0,1,45,85
5300,2661011,0,1,0,0,7806.72,0,1983-09-01,415,1,0,0,1,1,51,78
6849,2661011,0,1,0,0,7806.72,0,1982-11-30,1242,1,1,0,0,1,149,75
6918,2661011,0,1,0,0,7806.72,0,1983-09-01,449,1,1,0,0,1,56,79
6945,2661011,0,1,0,0,7806.72,1,1964-09-01,423,1,1,0,0,1,36,59
7075,2661011,0,1,0,0,7806.72,0,1966-09-01,532,1,1,0,0,1,60,68
7279,2661011,0,1,0,0,7806.72,0,1987-09-01,791,0,1,1,1,1,68,79
7420,2661011,0,1,0,0,7806.72,1,1959-09-01,247,1,1,0,0,1,26,68
7714,2661011,0,1,0,0,7806.72,1,1987-10-01,469,1,1,0,0,0,46,82
7745,2661011,0,1,0,0,7806.72,1,1914-09-01,485,1,1,1,0,1,41,88
8120,2661011,0,1,0,0,7806.72,0,1960-09-01,310,1,1,1,0,1,32,60
8204,2661011,0,1,0,0,7806.72,1,1958-03-01,609,1,1,1,1,1,44,83
11087,2661011,0,1,0,0,7806.72,0,1983-09-01,521,1,1,0,0,1,40,83
11332,2661011,0,1,0,0,7806.72,1,1966-01-01,321,1,1,0,0,1,38,65
11697,2661011,0,1,0,0,7806.72,1,1961-09-01,462,1,1,1,0,0,44,70
12064,2661011,0,1,0,0,7806.72,1,1966-09-01,475,1,1,0,0,1,52,76
12757,2661011,0,1,0,0,7806.72,1,1934-09-01,274,1,1,0,0,1,24,69
12807,2661011,0,1,0,0,7806.72,0,1955-09-01,411,1,1,0,0,1,49,68
84231,2661011,0,1,0,0,7806.72,0,1983-05-10,212,1,0,0,0,1,14,64
262683,2661011,0,1,0,0,7806.72,1,2017-09-01,760,1,1,0,0,1,53,80
23049,2601022,1,0,0,0,5947.6,0,1996-01-01,153,0,1,0,0,1,12,50
24336,2601052,1,0,0,0,6598.17,1,1991-09-01,252,0,1,0,1,1,16,62
24385,2601052,1,0,0,0,6598.17,1,1991-09-01,182,0,1,0,1,1,14,52
111603,2601072,1,0,0,0,5518.1,0,1999-09-01,159,0,1,1,0,0,19,74
111605,2601072,1,0,0,0,5518.1,0,1999-03-15,111,0,1,1,0,1,11,76
22699,2602012,1,0,0,0,5443.78,0,1975-12-15,155,1,0,0,0,0,13,69
42300,2602012,1,0,0,0,5443.78,0,1985-05-30,138,1,0,0,0,0,15,69
83964,2602042,1,0,0,0,5742.7,0,1997-08-28,263,0,1,0,0,1,30,47
29184,2602052,1,0,0,0,5996.47,1,1900-09-01,219,1,1,1,0,0,28,57
23802,2602082,1,0,0,0,5344.79,0,1996-01-01,161,1,1,0,0,1,24,67
105451,2602082,1,0,0,0,5344.79,0,1996-01-01,81,0,0,0,0,0,10,78
105472,2602082,1,0,0,0,5344.79,1,1996-01-01,206,1,0,0,0,1,13,50
105590,2602082,1,0,0,0,5344.79,0,1996-01-01,98,0,0,0,0,0,11,60
44651,2602072,1,0,0,0,5510.68,1,1995-12-28,89,0,0,1,0,1,11,62
74288,2602072,1,0,0,0,5510.68,1,1975-12-15,246,0,1,0,0,1,19,69
19393,2603012,1,0,0,0,5120.72,1,1999-09-01,98,1,1,0,0,0,11,61
19480,2603012,1,0,0,0,5120.72,1,1999-09-01,142,1,1,0,0,0,14,50
3315,2603022,1,0,0,0,5073.13,1,1985-05-29,123,1,1,0,0,0,11,59
3344,2603022,1,0,0,0,5073.13,1,1975-12-14,115,0,1,0,0,0,11,51
10040,2604012,1,0,0,0,6528.75,1,1996-01-01,154,0,1,1,0,0,15,57
10070,2604012,1,0,0,0,6528.75,1,1996-01-01,111,0,1,0,0,0,17,60
10134,2604012,1,0,0,0,6528.75,0,1996-01-01,67,0,1,0,0,0,14,46
30791,2604012,1,0,0,0,6528.75,1,1996-01-01,426,0,1,0,0,1,23,63
20733,2604062,1,0,0,0,7022.07,1,1919-09-01,301,0,0,0,0,1,27,63
20735,2604062,1,0,0,0,7022.07,0,1957-11-11,147,1,1,0,0,1,20,47
30513,2604062,1,0,0,0,7022.07,1,1918-09-01,138,0,1,0,0,1,13,43
30517,2604062,1,0,0,0,7022.07,1,1919-09-01,335,1,1,1,0,1,27,49
30522,2604062,1,0,0,0,7022.07,1,1972-09-01,145,0,1,0,0,1,10,63
53936,2604062,1,0,0,0,7022.07,1,1920-09-01,305,0,1,0,0,1,12,55
42244,2604092,1,0,0,0,5126.87,0,1999-09-01,124,0,1,0,0,0,15,53
48793,2604092,1,0,0,0,5126.87,0,1999-09-01,223,1,0,0,0,0,21,63
55312,2604092,1,0,0,0,5126.87,0,1990-09-01,404,1,0,1,0,1,37,68
64047,2604092,1,0,0,0,5126.87,1,1983-09-01,171,1,1,0,1,1,15,66
60867,2604102,1,0,0,0,5987.38,1,1999-09-01,91,0,1,0,0,1,10,80
87469,2604102,1,0,0,0,5987.38,1,1920-09-01,390,1,1,0,0,1,26,59
105010,2604102,1,0,0,0,5987.38,1,1922-09-01,547,0,1,0,1,0,57,70
20152,2604112,1,0,0,0,5707.17,1,1945-09-01,108,1,1,0,0,0,14,66
103921,2604112,1,0,0,0,5707.17,1,1925-09-01,328,1,1,0,0,1,31,64
103936,2604112,1,0,0,0,5707.17,1,1945-09-01,392,0,1,0,0,1,16,63
41866,2604142,1,0,0,0,5486.43,0,1985-05-30,178,1,1,1,0,1,11,56
46564,2604142,1,0,0,0,5486.43,1,1967-09-01,184,0,1,1,0,1,15,74
47663,2604142,1,0,0,0,5486.43,0,1985-05-30,218,1,1,0,0,1,13,57
56403,2604142,1,0,0,0,5486.43,1,1985-05-30,84,1,1,0,0,1,16,58
60997,2604142,1,0,0,0,5486.43,1,1975-12-15,506,0,1,0,0,1,47,72
62093,2604142,1,0,0,0,5486.43,0,1985-05-30,181,1,1,0,0,0,14,59
4227,2604162,1,0,0,0,7967.64,0,1961-01-27,106,0,0,0,0,1,11,80
19329,2604162,1,0,0,0,7967.64,1,1979-09-01,106,1,1,0,0,0,10,46
27604,2604162,1,0,0,0,7967.64,0,1991-12-19,174,0,1,1,0,1,18,49
14332,2604172,1,0,0,0,8684.7,1,1975-12-15,569,1,1,0,0,0,61,70
14333,2604172,1,0,0,0,8684.7,1,1985-05-30,124,0,1,1,1,1,11,54
14334,2604172,1,0,0,0,8684.7,1,1985-05-30,139,0,1,0,0,1,12,64
14471,2604182,1,0,0,0,6343.87,1,1995-12-22,113,1,1,0,0,0,11,81
14860,2604182,1,0,0,0,6343.87,0,1961-12-08,96,1,1,0,0,0,12,61
81171,2604182,1,0,0,0,6343.87,1,1966-09-01,131,1,1,0,0,0,12,57
81240,2604182,1,0,0,0,6343.87,1,1964-10-10,309,1,1,0,0,1,22,70
81505,2604182,1,0,0,0,6343.87,0,1949-09-01,300,0,1,0,1,1,34,68
47081,2604192,1,0,0,0,5524.49,1,1919-08-26,302,0,1,0,0,1,25,70
47082,2604192,1,0,0,0,5524.49,1,1919-08-30,210,0,0,0,0,1,21,60
47089,2604192,1,0,0,0,5524.49,1,1964-09-01,392,0,1,0,0,1,34,74
18509,2604082,1,0,0,0,6227.67,0,1919-08-24,610,1,1,1,0,1,56,64
39694,2604082,1,0,0,0,6227.67,0,1920-01-25,227,1,1,1,0,1,13,59
11433,2605012,1,0,0,0,5921.46,0,1985-05-27,138,1,1,0,0,0,12,43
11471,2605012,1,0,0,0,5921.46,1,1975-12-15,242,1,1,1,0,0,32,54
91562,2605022,1,0,0,0,4959.85,1,2012-09-01,410,1,1,1,0,1,39,46
42920,2605052,1,0,0,0,5370.79,1,1937-09-01,228,0,1,1,0,1,27,58
53769,2605072,1,0,0,0,5495.94,0,1922-09-01,131,1,0,0,0,1,11,52
77982,2605072,1,0,0,0,5495.94,0,1956-09-01,187,1,1,0,0,1,23,54
54083,2605062,1,0,0,0,6083.55,0,1954-09-01,131,1,0,0,0,1,13,52
55607,2605062,1,0,0,0,6083.55,1,1920-09-01,103,0,0,0,0,0,13,44
104778,2606012,1,0,0,0,6625.65,1,1930-09-01,206,0,0,0,0,1,20,75
52751,2606022,1,0,0,0,5877.81,0,1996-01-01,396,1,1,0,0,0,32,65
66266,2606032,1,0,0,0,5019.1,1,1902-09-01,213,0,1,1,1,1,19,60
66433,2606032,1,0,0,0,5019.1,1,1913-09-01,178,0,1,0,1,0,19,64
88037,2606062,1,0,0,0,4788.49,1,2002-09-01,280,1,1,0,0,1,38,54
22190,2606072,1,0,0,0,4236.51,0,1999-09-01,209,1,1,1,0,0,21,54
87376,2606082,1,0,0,0,5695.89,1,1964-09-01,154,1,1,0,0,0,16,55
72360,2607022,1,0,0,0,6575.89,0,1975-12-15,220,0,1,0,0,0,17,45
61662,2607032,1,0,0,0,5723.12,1,1906-09-01,251,0,1,0,0,1,13,60
61875,2607032,1,0,0,0,5723.12,0,1906-09-01,106,1,1,0,0,1,12,71
87822,2607032,1,0,0,0,5723.12,1,1983-09-01,89,0,1,1,0,0,11,64
90536,2607032,1,0,0,0,5723.12,1,1946-09-01,350,0,1,0,1,1,42,68
8161,2607011,0,1,0,0,4392.23,1,1961-05-25,302,1,1,0,0,0,32,69
8162,2607011,0,1,0,0,4392.23,1,1978-09-01,460,0,1,0,0,1,51,67
8163,2607011,0,1,0,0,4392.23,1,1987-09-01,408,1,1,0,0,1,49,73
8165,2607011,0,1,0,0,4392.23,1,1961-05-25,206,1,0,0,0,1,20,70
8166,2607011,0,1,0,0,4392.23,1,1966-09-08,215,1,0,0,0,0,16,59
14716,2607011,0,1,0,0,4392.23,1,2011-09-01,252,0,1,1,1,1,13,85
15176,2607011,0,1,0,0,4392.23,1,1991-09-01,662,1,1,1,0,1,64,67
15178,2607011,0,1,0,0,4392.23,1,1982-09-01,832,0,1,0,1,1,86,71
90726,2607011,0,1,0,0,4392.23,1,1966-09-01,651,0,1,1,0,1,60,82
262973,2607011,0,1,0,0,4392.23,1,2017-09-01,89,0,1,0,1,1,31,60
69461,2607062,1,0,0,0,5618.12,1,1975-12-15,288,1,0,1,0,1,26,52
73690,2607062,1,0,0,0,5618.12,1,1938-09-01,225,1,0,0,0,0,24,55
72798,2608022,1,0,0,0,5184.51,0,1910-09-01,225,0,0,0,0,1,30,63
80327,2608032,1,0,0,0,5408.25,1,2003-09-01,215,0,1,0,0,0,14,51
60778,2608052,1,0,0,0,4512.11,0,1997-09-01,188,0,1,0,0,0,19,53
3575,2609022,1,0,0,0,5159.13,0,2012-08-31,128,1,1,1,1,1,10,67
3576,2609022,1,0,0,0,5159.13,1,2012-08-31,68,1,1,0,0,0,11,66
48284,2609022,1,0,0,0,5159.13,1,1946-09-01,215,0,1,1,0,1,34,63
14231,2609062,1,0,0,0,5431.4,1,1970-09-01,87,0,0,0,0,1,11,57
40614,2609062,1,0,0,0,5431.4,1,1982-09-01,178,0,1,1,1,1,17,60
42121,2609072,1,0,0,0,4996.67,1,1999-09-01,159,0,1,1,1,1,16,78
42124,2609072,1,0,0,0,4996.67,1,1999-09-01,206,0,1,0,0,1,27,56
49090,2609011,0,1,0,0,5364.2,1,1971-09-01,429,1,1,0,1,1,51,73
49640,2609011,0,1,0,0,5364.2,1,1965-09-01,283,1,1,0,1,1,23,68
104093,2609011,0,1,0,0,5364.2,1,1991-09-01,263,1,1,0,1,1,16,68
104104,2609011,0,1,0,0,5364.2,1,1961-09-01,663,1,1,0,1,1,67,73
17474,2609082,1,0,0,0,5366.72,0,2011-09-01,99,1,1,0,0,0,11,53
26351,2609082,1,0,0,0,5366.72,1,1999-09-01,157,0,1,1,1,0,17,50
55427,2609052,1,0,0,0,5081.28,1,1999-09-01,68,0,0,0,0,0,11,47
55430,2609052,1,0,0,0,5081.28,1,1948-09-01,97,1,0,0,0,0,12,59
89562,2609052,1,0,0,0,5081.28,1,1999-03-15,106,0,0,1,0,0,16,54
89563,2609052,1,0,0,0,5081.28,1,2004-09-01,146,1,0,0,0,1,13,48
89594,2609052,1,0,0,0,5081.28,1,1999-09-01,186,1,0,0,0,1,19,58
20749,2610022,1,0,0,0,4341.3,0,1918-03-28,116,0,1,1,0,0,10,73
70046,2610022,1,0,0,0,4341.3,1,1900-09-01,253,0,1,1,0,1,18,61
70966,2610022,1,0,0,0,4341.3,0,1919-10-15,71,1,1,0,0,0,12,67
92489,2610042,1,0,0,0,4963.38,1,1961-09-01,212,0,1,0,0,1,26,77
3179,2610011,0,1,0,0,4609.28,0,1917-08-31,459,0,1,1,0,1,68,71
3243,2610011,0,1,0,0,4609.28,1,1934-08-31,201,0,1,1,1,1,10,80
3595,2610011,0,1,0,0,4609.28,0,1958-08-31,547,0,1,1,0,0,43,65
3601,2610011,0,1,0,0,4609.28,1,1996-09-01,419,0,1,1,1,1,50,58
3603,2610011,0,1,0,0,4609.28,1,1995-12-31,323,1,1,1,1,1,30,73
31864,2610011,0,1,0,0,4609.28,0,1967-09-01,90,0,0,0,0,0,11,77
40606,2610011,0,1,0,0,4609.28,1,1974-09-01,155,0,1,1,0,1,14,77
74527,2610011,0,1,0,0,4609.28,0,1988-09-01,393,0,1,1,1,0,23,77
